brand,year,fuel_type,transmission,engine_size,mileage,doors,owner_count,price
Ford,2009,Electric,Manual,2.5,184852,4,2,24757
BMW,2013,Petrol,Automatic,1.8,199655,5,2,30617
BMW,2007,Diesel,Automatic,3.7,186275,2,4,26086
Toyota,2005,Petrol,Manual,2.8,27058,4,2,21247
Hyundai,2012,Electric,Manual,2.3,37008,5,1,36249
Hyundai,2015,Electric,Manual,4.2,125209,5,2,37139
Audi,2007,Diesel,Automatic,4.2,137654,5,3,31017
Hyundai,2021,Petrol,Manual,1.3,55056,5,1,34347
Toyota,2017,Diesel,Automatic,4.4,37576,5,3,36421
Honda,2011,Electric,Automatic,1.9,15326,2,4,33033
BMW,2022,Petrol,Automatic,3.4,188091,2,4,40395
Honda,2023,Electric,Automatic,2.6,150652,4,1,44167
Ford,2019,Petrol,Manual,2.1,187956,4,1,27302
Ford,2017,Petrol,Automatic,2.7,171053,4,4,24847
BMW,2024,Electric,Manual,1.7,180618,5,4,45369
Hyundai,2014,Diesel,Manual,2.9,176978,4,1,24451
Toyota,2007,Electric,Manual,2.8,101251,4,3,26037
Ford,2017,Diesel,Automatic,4.1,140415,4,2,32179
BMW,2008,Electric,Automatic,2.4,184103,2,4,32594
BMW,2021,Diesel,Manual,2.8,73752,4,1,46412
Hyundai,2017,Electric,Manual,2.6,11808,5,4,38609
Audi,2011,Electric,Manual,2.4,189720,4,1,37814
Hyundai,2016,Diesel,Automatic,2.4,198746,4,1,26362
BMW,2017,Electric,Manual,3.4,158752,2,1,47362
Ford,2016,Petrol,Automatic,2.5,195715,4,2,25214
Ford,2012,Petrol,Manual,2.2,124221,4,4,19188
Ford,2005,Petrol,Manual,3.4,180875,2,4,11756
Hyundai,2012,Diesel,Automatic,3.3,187123,2,2,23243
Ford,2017,Diesel,Automatic,1.8,90623,4,3,28568
Hyundai,2014,Electric,Automatic,2.0,34292,2,3,36785
Honda,2018,Petrol,Automatic,3.3,176831,4,4,26758
Toyota,2019,Diesel,Automatic,1.2,51597,5,4,29820
Ford,2014,Petrol,Automatic,1.5,95657,4,3,24717
Honda,2005,Diesel,Manual,2.3,140095,2,4,11595
Toyota,2005,Electric,Automatic,1.9,31010,4,4,26249
Audi,2013,Diesel,Automatic,1.0,136850,4,2,32157
BMW,2011,Diesel,Manual,3.0,28308,2,2,37584
BMW,2023,Petrol,Manual,2.9,137952,4,4,40902
Honda,2011,Petrol,Automatic,3.9,96674,5,4,24966
Audi,2021,Petrol,Automatic,1.2,37361,5,4,42531
Hyundai,2008,Electric,Manual,1.5,126181,4,1,26190
BMW,2020,Petrol,Manual,2.6,175294,5,4,35435
Audi,2023,Electric,Manual,1.3,35476,2,3,52326
Toyota,2020,Diesel,Automatic,4.3,190892,2,1,34555
Ford,2006,Diesel,Automatic,3.3,156788,2,3,17260
BMW,2024,Petrol,Manual,4.5,128830,5,1,50058
Ford,2018,Electric,Manual,3.8,192763,2,1,37461
Toyota,2014,Electric,Automatic,3.2,105273,2,1,38636
Toyota,2007,Electric,Automatic,3.7,39718,2,1,35914
Hyundai,2012,Petrol,Manual,3.7,45880,4,1,30606
Ford,2024,Petrol,Automatic,3.8,36754,5,1,45262
Audi,2013,Petrol,Automatic,2.5,127694,4,3,34115
Toyota,2012,Electric,Automatic,3.6,74258,5,1,38987
Ford,2007,Petrol,Automatic,3.9,42735,5,4,23663
Honda,2007,Electric,Automatic,4.2,25769,5,3,34611
Ford,2021,Petrol,Manual,2.7,32835,2,3,35258
Hyundai,2024,Diesel,Manual,1.7,150333,4,2,31883
Hyundai,2012,Electric,Manual,2.9,195443,5,2,28027
Ford,2009,Diesel,Manual,4.5,125475,4,4,20726
Hyundai,2008,Electric,Automatic,2.3,134078,4,1,29396
Ford,2008,Petrol,Automatic,3.2,41208,4,1,27839
Audi,2014,Diesel,Automatic,2.1,94490,4,2,37475
Toyota,2013,Electric,Manual,2.0,163900,2,1,30305
Hyundai,2014,Diesel,Automatic,3.0,131402,2,3,25929
Hyundai,2009,Electric,Automatic,2.0,94801,2,3,28759
Audi,2010,Diesel,Automatic,2.8,144413,4,3,30879
Ford,2011,Electric,Automatic,2.0,108840,5,4,28558
BMW,2015,Electric,Automatic,3.7,172287,4,1,47285
Toyota,2019,Diesel,Manual,2.8,47083,4,4,31245
Hyundai,2021,Diesel,Manual,2.2,143771,5,2,30211
BMW,2008,Diesel,Manual,1.9,121482,5,2,27725
BMW,2005,Diesel,Manual,1.1,199687,4,2,19215
Ford,2022,Electric,Automatic,3.6,72897,5,2,47555
Hyundai,2022,Electric,Manual,3.2,161111,4,4,37344
Audi,2023,Petrol,Manual,4.0,155455,2,2,45227
Audi,2005,Diesel,Automatic,3.5,44712,5,4,30764
Audi,2019,Electric,Manual,4.1,84892,5,2,52955
Toyota,2019,Petrol,Manual,1.9,185749,5,4,22512
BMW,2017,Diesel,Manual,1.9,91332,5,3,36733
Hyundai,2012,Electric,Automatic,2.6,99185,4,1,35740
Hyundai,2019,Petrol,Manual,1.1,150782,5,2,25660
BMW,2012,Diesel,Manual,3.1,198188,4,4,27290
BMW,2016,Petrol,Automatic,2.1,84534,4,1,41473
BMW,2016,Petrol,Manual,3.1,181552,2,4,32122
Ford,2019,Petrol,Automatic,1.1,172877,2,4,23556
Audi,2012,Electric,Manual,1.2,180741,4,2,35362
Ford,2020,Petrol,Manual,4.4,31055,4,1,40747
Toyota,2006,Diesel,Manual,2.1,165711,4,3,12414
Ford,2016,Petrol,Automatic,3.3,179581,4,4,24620
Toyota,2022,Electric,Manual,1.0,146368,2,4,33681
Audi,2023,Electric,Manual,4.3,193277,2,2,51936
Toyota,2015,Petrol,Automatic,3.7,107130,4,1,32543
BMW,2022,Electric,Manual,3.7,198924,4,3,47953
Audi,2009,Petrol,Manual,4.2,142597,5,2,32270
BMW,2010,Petrol,Manual,3.9,195200,5,3,28540
Honda,2023,Diesel,Automatic,2.4,199060,4,1,33347
Honda,2017,Electric,Manual,4.0,43016,5,4,39849
Audi,2024,Electric,Manual,3.4,85036,2,1,58048
Ford,2020,Petrol,Automatic,4.5,149742,4,2,35512
Honda,2007,Petrol,Automatic,4.3,190424,5,3,18578
BMW,2016,Diesel,Automatic,4.3,163640,2,3,38918
BMW,2019,Petrol,Automatic,1.2,194151,5,1,37192
Hyundai,2021,Electric,Automatic,2.4,183262,2,3,37136
Toyota,2022,Electric,Manual,4.0,63914,4,2,46804
Toyota,2021,Petrol,Manual,2.0,157790,2,4,26110
Honda,2016,Diesel,Manual,1.6,36941,2,4,26352
Toyota,2014,Petrol,Manual,2.0,131723,2,1,24913
Toyota,2009,Petrol,Automatic,1.5,45681,2,3,22215
Honda,2011,Electric,Automatic,3.1,56175,2,1,37891
Honda,2007,Petrol,Automatic,4.5,91376,2,1,26931
Ford,2014,Diesel,Manual,2.0,70990,4,2,26450
Honda,2007,Electric,Manual,2.4,193520,5,2,22124
Honda,2005,Electric,Automatic,1.3,106527,5,3,22773
Honda,2006,Electric,Manual,1.5,173077,5,1,21846
Ford,2011,Diesel,Manual,2.8,198778,4,1,20161
Ford,2019,Petrol,Manual,2.9,74664,2,1,34566
BMW,2009,Petrol,Manual,3.1,158521,5,4,26273
Audi,2022,Electric,Manual,1.8,134912,2,3,47354
Toyota,2023,Diesel,Manual,3.6,108717,4,2,36764
Honda,2005,Electric,Automatic,1.7,65195,5,1,28640
Honda,2013,Electric,Manual,3.7,131917,2,2,33804
Ford,2024,Petrol,Automatic,2.6,41729,2,2,41113
BMW,2015,Diesel,Manual,3.0,54454,5,4,37277
BMW,2007,Petrol,Automatic,2.8,41480,5,4,31526
Audi,2011,Diesel,Manual,2.6,134210,4,1,32989
Honda,2023,Diesel,Manual,1.2,33478,4,1,37226
Audi,2015,Diesel,Automatic,4.5,17083,5,3,45645
Honda,2005,Diesel,Automatic,1.2,48652,2,4,15967
Audi,2016,Electric,Automatic,1.6,165882,4,4,39905
Ford,2008,Petrol,Manual,2.7,196251,5,3,14087
Ford,2020,Petrol,Automatic,2.9,41320,4,4,34734
Ford,2007,Diesel,Automatic,1.7,41895,4,2,22305
Audi,2015,Diesel,Manual,1.0,161845,4,1,32407
Honda,2022,Petrol,Manual,4.2,27611,2,4,38019
Toyota,2010,Diesel,Automatic,3.1,63472,4,4,24026
Ford,2016,Diesel,Manual,1.6,196747,4,3,19862
Toyota,2024,Electric,Automatic,1.1,49356,4,3,44232
BMW,2012,Electric,Manual,3.6,171519,5,4,37624
Audi,2019,Diesel,Automatic,1.2,129128,4,2,38943
Hyundai,2011,Electric,Automatic,1.9,114017,5,2,31099
Honda,2010,Diesel,Automatic,3.9,67481,4,2,28425
Toyota,2019,Diesel,Manual,2.5,121755,5,1,31412
Toyota,2021,Petrol,Manual,2.2,101653,2,3,30817
Hyundai,2008,Diesel,Automatic,3.8,15178,2,4,25841
Ford,2005,Petrol,Manual,3.1,88461,2,2,18776
BMW,2005,Diesel,Manual,4.3,180697,2,1,28065
Audi,2021,Electric,Automatic,1.9,124742,5,1,52062
Audi,2020,Petrol,Automatic,3.4,177051,5,3,40447
BMW,2017,Electric,Manual,2.4,37807,2,1,51409
Honda,2021,Petrol,Automatic,4.4,156238,4,2,35988
Hyundai,2017,Petrol,Automatic,3.7,55167,2,3,34141
Toyota,2023,Diesel,Manual,1.2,126197,4,1,32590
Toyota,2006,Electric,Manual,1.8,33831,2,2,27908
Honda,2010,Petrol,Automatic,1.1,43898,5,2,24005
Honda,2008,Electric,Automatic,2.8,194436,4,3,24378
Ford,2006,Diesel,Manual,2.5,125076,4,3,15246
Toyota,2023,Petrol,Manual,1.9,97252,2,1,35437
Hyundai,2009,Petrol,Manual,3.8,61949,5,4,22502
Ford,2016,Petrol,Manual,3.8,38788,2,4,30660
BMW,2009,Diesel,Automatic,4.3,126757,2,1,36762
Ford,2019,Petrol,Manual,4.5,121868,4,4,30906
Ford,2005,Electric,Manual,3.8,87812,5,1,29709
Audi,2008,Diesel,Manual,2.0,153450,4,2,26327
BMW,2023,Petrol,Manual,3.6,123467,2,2,46026
BMW,2017,Diesel,Manual,3.9,112516,5,3,39674
Audi,2024,Electric,Automatic,1.8,121851,5,3,52007
Toyota,2013,Diesel,Automatic,1.2,171375,2,3,19331
Honda,2005,Electric,Manual,1.1,151517,5,2,19624
Audi,2019,Diesel,Manual,3.1,145871,5,1,41406
BMW,2008,Electric,Automatic,3.4,59193,4,3,42340
Toyota,2017,Diesel,Automatic,2.7,124528,4,4,27173
Hyundai,2006,Diesel,Manual,2.7,111232,5,4,14838
Ford,2020,Petrol,Automatic,3.5,174983,2,2,32250
Toyota,2018,Electric,Automatic,2.5,151608,4,2,37419
Toyota,2015,Petrol,Automatic,1.9,24390,4,1,33080
BMW,2010,Petrol,Automatic,1.1,85521,4,2,31923
Hyundai,2010,Petrol,Automatic,3.8,135070,4,4,21846
Ford,2007,Diesel,Manual,3.8,67271,5,2,23236
Honda,2021,Diesel,Automatic,1.1,58762,4,3,32761
BMW,2009,Petrol,Manual,1.8,133874,5,4,24906
BMW,2013,Diesel,Automatic,3.0,192159,5,1,34892
Hyundai,2008,Electric,Automatic,4.4,42302,4,3,35184
Hyundai,2018,Electric,Automatic,1.9,134090,4,3,35595
BMW,2012,Petrol,Automatic,3.1,94291,2,2,37485
Audi,2023,Diesel,Manual,3.4,136863,2,2,44956
Toyota,2005,Petrol,Automatic,4.1,159707,5,3,17714
BMW,2019,Diesel,Manual,4.4,82874,4,1,47156
Toyota,2006,Electric,Manual,1.8,87438,5,1,26728
BMW,2009,Diesel,Manual,3.9,143826,5,4,28608
Ford,2009,Electric,Automatic,3.8,141055,4,2,31547
Audi,2006,Petrol,Automatic,2.5,84022,4,1,32298
Toyota,2022,Diesel,Automatic,2.8,62826,5,3,36958
Honda,2014,Electric,Manual,3.6,102238,2,1,37588
Honda,2010,Diesel,Automatic,4.1,155832,4,4,21408
Honda,2021,Petrol,Manual,1.3,35053,4,2,33847
Audi,2010,Petrol,Manual,4.4,48486,4,2,38375
Toyota,2006,Diesel,Automatic,2.9,181680,2,3,15216
Toyota,2013,Electric,Manual,4.1,193426,4,2,31528
BMW,2005,Diesel,Automatic,1.5,118413,5,2,26079
BMW,2021,Petrol,Manual,3.6,40324,2,4,45183
Toyota,2005,Petrol,Automatic,2.0,21182,4,4,18940
Honda,2015,Diesel,Automatic,4.2,93071,2,3,31246
Toyota,2006,Electric,Manual,3.4,140023,4,3,24298
Ford,2011,Petrol,Manual,1.7,166958,5,2,18052
Ford,2023,Petrol,Manual,1.4,45663,4,4,32516
Audi,2008,Petrol,Automatic,1.7,111631,5,3,28318
Ford,2020,Petrol,Automatic,3.4,143661,5,3,32116
Audi,2013,Electric,Manual,4.3,129242,2,3,43637
Audi,2014,Diesel,Manual,1.5,164288,2,2,30785
Ford,2015,Petrol,Manual,2.7,187145,5,3,21542
Audi,2019,Electric,Automatic,1.5,27737,4,1,54113
Ford,2020,Electric,Manual,1.8,156927,2,1,37253
Ford,2013,Petrol,Manual,4.1,17893,2,3,30805
Toyota,2013,Electric,Automatic,3.9,126691,5,1,37965
Hyundai,2014,Diesel,Automatic,1.6,151930,4,1,25103
BMW,2014,Diesel,Manual,3.2,64492,4,2,39175
Hyundai,2005,Petrol,Automatic,3.1,100459,4,4,17177
Audi,2014,Electric,Automatic,2.8,136281,5,3,43285
Toyota,2016,Electric,Manual,1.1,178771,5,3,27761
Audi,2005,Diesel,Manual,2.1,139513,5,3,22724
Honda,2016,Electric,Automatic,2.8,113118,2,4,34944
Hyundai,2014,Petrol,Automatic,1.1,56189,5,1,28890
Hyundai,2015,Electric,Automatic,1.5,135968,2,4,30201
Honda,2015,Diesel,Automatic,1.1,154316,2,3,21984
Toyota,2011,Electric,Manual,2.6,181071,2,1,28646
Honda,2012,Electric,Automatic,3.4,86762,2,1,37961
Hyundai,2009,Electric,Manual,2.1,155266,4,2,25436
Honda,2014,Petrol,Manual,3.0,149718,2,1,26014
Audi,2021,Diesel,Manual,1.5,161755,2,3,36412
Audi,2006,Diesel,Automatic,3.0,113785,5,2,30310
Audi,2015,Petrol,Automatic,4.3,184500,5,4,35375
BMW,2020,Petrol,Manual,1.9,48788,5,1,44860
Audi,2009,Electric,Manual,3.8,154780,2,4,35861
BMW,2021,Petrol,Manual,1.0,21007,5,1,45449
Hyundai,2018,Petrol,Manual,3.7,104435,4,2,32178
Hyundai,2019,Petrol,Manual,2.5,35849,5,4,31207
Hyundai,2024,Electric,Manual,3.9,62794,5,4,45660
Hyundai,2006,Petrol,Manual,1.6,141336,5,3,12633
Hyundai,2008,Petrol,Automatic,3.8,193459,4,3,18427
Hyundai,2014,Electric,Manual,1.7,131143,2,4,27842
Audi,2017,Electric,Automatic,1.4,26862,2,1,51956
Honda,2018,Petrol,Automatic,4.2,31703,4,3,37314
Hyundai,2021,Diesel,Automatic,2.5,145794,5,2,32710
Ford,2011,Diesel,Manual,2.5,158492,5,1,21575
Honda,2009,Diesel,Automatic,1.4,12253,4,1,26687
Hyundai,2023,Electric,Automatic,2.9,131083,5,2,44245
Hyundai,2010,Petrol,Automatic,3.8,102004,4,1,27999
Honda,2005,Petrol,Manual,3.4,127918,5,3,15904
Honda,2019,Petrol,Manual,2.4,143374,2,4,25631
Honda,2023,Diesel,Automatic,3.4,173885,4,3,33605
Honda,2012,Petrol,Automatic,3.8,185282,4,2,24335
Audi,2012,Electric,Manual,3.4,190394,2,4,36280
Ford,2016,Petrol,Automatic,3.3,19064,5,1,37146
Toyota,2012,Diesel,Manual,3.1,58009,5,2,27299
Audi,2022,Diesel,Manual,2.4,138931,4,3,40353
Hyundai,2005,Petrol,Manual,1.4,113512,2,3,12624
Hyundai,2014,Petrol,Automatic,3.4,108709,5,1,30864
Ford,2005,Electric,Automatic,1.3,36901,2,1,29254
Audi,2022,Petrol,Manual,3.5,127706,2,3,43114
Toyota,2021,Electric,Manual,1.2,40638,2,1,42868
BMW,2014,Petrol,Automatic,1.5,171433,2,3,30928
Honda,2016,Electric,Automatic,3.4,25611,5,2,43519
Audi,2006,Diesel,Automatic,4.1,162550,4,3,28572
Toyota,2005,Diesel,Automatic,4.2,182604,5,2,18269
Ford,2013,Petrol,Automatic,1.2,26392,4,1,29580
Ford,2008,Electric,Manual,2.4,64539,5,3,28073
Hyundai,2015,Petrol,Manual,4.1,65993,5,3,30400
Toyota,2008,Electric,Automatic,3.3,85431,4,4,29328
Audi,2021,Electric,Automatic,4.0,104127,2,3,54293
Honda,2015,Electric,Manual,1.9,140554,2,2,31772
Toyota,2019,Petrol,Automatic,1.5,47098,2,4,30645
Honda,2019,Petrol,Automatic,1.1,186833,2,4,22858
Hyundai,2012,Electric,Automatic,1.3,187424,5,1,28728
Audi,2009,Diesel,Automatic,2.5,56630,5,4,32168
Toyota,2018,Petrol,Automatic,4.5,185431,5,2,31728
Hyundai,2022,Electric,Manual,4.0,184856,5,4,37757
Toyota,2009,Electric,Manual,3.1,48155,5,4,29792
Audi,2007,Petrol,Manual,1.1,195739,4,2,21413
Toyota,2006,Diesel,Manual,3.7,85475,5,4,18126
Honda,2016,Electric,Automatic,2.9,124567,4,2,37571
Hyundai,2005,Diesel,Manual,2.9,192589,2,1,14670
BMW,2015,Diesel,Automatic,1.5,42785,4,1,41360
BMW,2012,Petrol,Automatic,1.4,56143,4,1,37492
Audi,2008,Diesel,Automatic,1.6,20704,2,3,32664
Ford,2006,Petrol,Manual,2.4,78944,4,4,15852
Honda,2023,Petrol,Manual,2.5,194314,2,3,28784
Toyota,2009,Diesel,Manual,1.2,57909,5,2,20504
BMW,2013,Electric,Automatic,2.0,57651,2,3,44617
BMW,2005,Diesel,Automatic,3.8,10125,5,4,33093
Ford,2009,Electric,Automatic,1.3,24833,5,4,29358
Ford,2011,Petrol,Manual,3.2,151377,4,4,18831
Audi,2010,Electric,Manual,3.8,111298,5,4,39035
Hyundai,2017,Diesel,Manual,3.8,118783,2,3,29160
BMW,2009,Petrol,Automatic,3.0,101388,4,4,30930
Ford,2007,Electric,Automatic,3.9,151850,5,1,30707
Ford,2006,Petrol,Manual,2.8,157161,5,4,12741
Honda,2021,Petrol,Manual,4.5,154664,4,4,31266
Hyundai,2005,Petrol,Automatic,2.9,39737,2,3,21313
BMW,2009,Diesel,Manual,4.3,51700,2,1,38515
Toyota,2016,Diesel,Manual,4.1,116132,4,2,30393
Ford,2010,Petrol,Automatic,3.3,151975,5,3,21501
BMW,2009,Electric,Automatic,1.6,140270,5,2,37186
Audi,2022,Electric,Manual,4.4,28175,2,3,57891
Honda,2011,Diesel,Automatic,2.6,140579,4,1,24671
Audi,2006,Diesel,Manual,4.2,176934,5,4,24553
Honda,2005,Electric,Automatic,2.5,81408,5,1,29429
Honda,2008,Electric,Manual,2.6,49758,2,4,27712
Ford,2008,Diesel,Automatic,2.8,18390,2,2,26680
Ford,2012,Diesel,Automatic,2.9,32281,4,1,31685
BMW,2016,Electric,Manual,4.3,150437,5,2,47078
Audi,2017,Electric,Automatic,1.8,177828,4,4,40708
Ford,2022,Diesel,Manual,1.9,10520,5,4,34274
Toyota,2022,Diesel,Automatic,1.7,53756,2,4,33712
Audi,2011,Diesel,Automatic,4.1,39684,4,3,39715
Ford,2018,Petrol,Manual,3.7,14421,2,4,33678
BMW,2018,Electric,Automatic,3.7,155697,4,2,49615
Toyota,2019,Petrol,Automatic,4.4,193303,2,3,30634
Ford,2019,Petrol,Manual,1.6,137045,4,4,24347
Ford,2024,Diesel,Manual,3.2,136171,2,2,35591
Ford,2009,Petrol,Automatic,2.3,197843,2,2,17707
BMW,2016,Electric,Manual,4.5,36555,5,1,54672
Hyundai,2013,Petrol,Automatic,3.0,184531,5,4,20773
Ford,2020,Petrol,Automatic,2.9,130325,2,3,31783
Toyota,2011,Electric,Automatic,3.2,103601,5,4,31219
Audi,2019,Petrol,Manual,2.4,19281,4,3,43335
Honda,2007,Petrol,Automatic,3.6,128954,4,1,23252
BMW,2013,Petrol,Automatic,2.6,40635,2,3,38668
Hyundai,2019,Diesel,Automatic,1.4,27311,2,3,32934
Hyundai,2019,Electric,Manual,2.3,189306,4,4,31134
Toyota,2020,Electric,Automatic,3.2,105322,4,1,44633
Ford,2007,Petrol,Automatic,4.2,32516,4,1,29274
Audi,2016,Petrol,Manual,1.4,131507,5,2,34224
Toyota,2023,Diesel,Automatic,1.3,65571,5,3,34821
Honda,2007,Diesel,Manual,4.4,82121,2,1,25193
Audi,2006,Diesel,Automatic,2.4,83458,2,1,32127
Hyundai,2014,Diesel,Manual,3.1,102809,2,3,25559
Hyundai,2014,Electric,Automatic,2.3,195276,5,4,27836
Ford,2016,Electric,Manual,2.2,174969,2,3,30151
Ford,2015,Petrol,Manual,3.4,94000,4,3,27600
Toyota,2012,Diesel,Automatic,4.3,116610,2,1,30269
Ford,2005,Petrol,Automatic,3.0,58845,4,3,20557
Toyota,2008,Petrol,Manual,3.5,43059,5,1,26347
Honda,2014,Electric,Automatic,2.4,154802,5,1,34559
Audi,2012,Diesel,Manual,3.3,129349,5,1,35632
Hyundai,2009,Diesel,Automatic,2.1,149313,4,2,19734
BMW,2018,Electric,Manual,2.9,76660,5,2,49967
Hyundai,2009,Electric,Automatic,4.2,11139,2,2,38843
Toyota,2023,Petrol,Manual,3.5,105279,2,1,38236
Audi,2009,Petrol,Manual,1.6,77801,4,3,28809
Hyundai,2015,Diesel,Automatic,4.0,168581,5,2,28570
BMW,2011,Electric,Manual,2.9,50765,5,4,41261
BMW,2020,Petrol,Manual,2.6,20454,4,3,44677
Audi,2023,Diesel,Automatic,2.4,156842,2,4,40957
Honda,2020,Petrol,Automatic,4.3,70823,5,4,36058
Hyundai,2005,Petrol,Automatic,2.4,183082,2,1,16145
Toyota,2007,Petrol,Automatic,4.1,31387,4,2,27630
Audi,2011,Petrol,Automatic,1.9,63331,2,1,37133
Toyota,2009,Diesel,Manual,3.6,34120,2,3,24994
Ford,2011,Petrol,Automatic,2.4,129791,5,2,23310
Toyota,2019,Electric,Manual,3.6,43075,4,1,45546
Honda,2013,Petrol,Manual,2.6,187880,4,3,19306
Toyota,2016,Petrol,Automatic,4.0,25623,4,4,33718
BMW,2005,Diesel,Automatic,1.4,61068,4,4,25746
Hyundai,2019,Electric,Automatic,4.3,26311,2,2,48284
Toyota,2021,Diesel,Manual,1.9,177822,5,1,29408
Toyota,2016,Petrol,Automatic,1.9,20672,2,2,32766
Ford,2008,Electric,Manual,1.7,116866,4,1,27056
Hyundai,2008,Diesel,Automatic,3.8,130568,5,3,21571
BMW,2014,Petrol,Manual,1.9,185069,4,3,29046
Ford,2023,Diesel,Manual,3.1,16102,5,2,40394
Audi,2005,Electric,Automatic,2.9,85443,4,3,37027
Honda,2018,Diesel,Automatic,1.2,85701,4,4,27114
Hyundai,2017,Diesel,Automatic,3.3,163632,5,3,27918
Ford,2023,Diesel,Manual,2.4,115420,4,1,35529
Ford,2018,Electric,Manual,1.4,92106,5,1,37694
Audi,2013,Petrol,Automatic,2.3,18750,5,2,40662
Audi,2011,Diesel,Manual,2.1,31874,5,4,32606
Audi,2011,Diesel,Manual,2.4,41378,5,2,35731
Honda,2013,Electric,Automatic,1.3,173725,5,4,25913
Honda,2016,Petrol,Manual,2.1,148862,4,4,21756
Audi,2017,Petrol,Manual,2.6,53921,4,1,43003
Hyundai,2008,Electric,Automatic,1.4,165798,4,3,23010
Hyundai,2020,Electric,Manual,2.7,17470,4,3,43026
Hyundai,2020,Electric,Manual,3.9,187139,2,4,35443
Ford,2011,Petrol,Automatic,1.9,43835,4,1,28108
BMW,2015,Diesel,Manual,3.7,19571,5,2,43421
Toyota,2012,Diesel,Manual,1.5,150145,4,1,20992
BMW,2024,Petrol,Automatic,4.0,28576,5,3,53071
Honda,2012,Diesel,Manual,1.1,132266,5,2,19586
Audi,2016,Diesel,Manual,4.2,76689,2,4,39565
Toyota,2022,Electric,Automatic,1.8,145247,4,2,40337
Audi,2011,Diesel,Automatic,3.5,173167,2,2,33341
BMW,2015,Petrol,Manual,1.3,40318,4,1,39084
Honda,2023,Electric,Automatic,3.0,66994,2,1,49150
Toyota,2010,Diesel,Automatic,3.5,165737,4,3,21213
Audi,2016,Petrol,Automatic,2.8,60738,5,1,44063
Audi,2008,Diesel,Manual,2.5,186975,4,2,25651
Toyota,2010,Petrol,Automatic,3.8,32809,5,2,29959
Ford,2019,Electric,Automatic,3.9,113629,2,3,41618
Hyundai,2019,Petrol,Manual,1.1,18518,2,1,33774
BMW,2023,Petrol,Automatic,4.0,10857,4,1,55957
Honda,2018,Diesel,Manual,4.0,36051,5,3,34697
Honda,2012,Diesel,Manual,3.3,34478,5,1,30376
Toyota,2013,Electric,Manual,3.3,114502,5,4,30874
Audi,2015,Petrol,Automatic,1.9,145897,5,2,35505
Hyundai,2024,Electric,Automatic,3.7,92713,4,2,48764
Toyota,2016,Petrol,Manual,2.0,188883,4,4,19555
Hyundai,2010,Diesel,Manual,2.2,188852,2,1,18457
Toyota,2023,Diesel,Automatic,2.8,194052,4,2,32897
Audi,2014,Electric,Manual,2.9,143432,5,4,39628
BMW,2024,Diesel,Automatic,2.1,26512,4,4,47874
Honda,2023,Petrol,Automatic,2.5,128951,2,3,34052
Hyundai,2019,Electric,Manual,4.4,65306,4,4,41534
Ford,2006,Petrol,Manual,3.9,87885,4,2,21405
Honda,2015,Diesel,Automatic,1.1,125218,4,4,21939
Audi,2017,Diesel,Manual,1.4,57711,2,2,38914
Audi,2024,Electric,Automatic,3.1,96797,4,2,57360
Toyota,2013,Petrol,Manual,1.2,125514,5,2,21124
Toyota,2024,Electric,Automatic,3.0,174388,4,1,44780
Hyundai,2008,Petrol,Automatic,2.0,97191,5,3,19640
Ford,2016,Electric,Automatic,1.2,80801,2,3,34859
Ford,2020,Diesel,Manual,2.4,21818,4,2,35709
Toyota,2008,Diesel,Manual,3.9,133905,2,1,22604
Audi,2019,Diesel,Automatic,3.9,155630,5,1,44518
Toyota,2007,Electric,Automatic,2.0,143286,4,4,22835
BMW,2014,Petrol,Automatic,2.9,31274,4,2,42236
Toyota,2018,Diesel,Automatic,3.4,85776,4,3,33011
Audi,2017,Electric,Automatic,2.4,164265,2,2,45586
Toyota,2007,Diesel,Manual,3.5,192372,4,1,17881
Honda,2010,Petrol,Automatic,1.9,113023,5,4,19148
Hyundai,2016,Diesel,Manual,2.3,166023,2,3,22798
Honda,2021,Electric,Automatic,2.0,101162,2,4,38941
BMW,2023,Electric,Automatic,3.3,23712,4,1,61914
Audi,2017,Petrol,Manual,2.2,89714,4,1,40414
Hyundai,2023,Petrol,Manual,3.1,104924,2,3,34453
Hyundai,2023,Diesel,Automatic,3.2,160600,4,3,33870
BMW,2012,Electric,Manual,3.7,19625,5,3,46918
Audi,2011,Petrol,Manual,2.2,135637,5,2,30618
Ford,2024,Diesel,Manual,3.2,148328,2,4,31983
Audi,2017,Petrol,Manual,4.1,126958,2,3,39352
Honda,2011,Diesel,Manual,3.4,46278,5,4,24486
BMW,2021,Diesel,Manual,1.6,158482,5,4,35275
Audi,2007,Electric,Automatic,3.6,80897,4,4,39155
Ford,2012,Diesel,Automatic,2.3,50568,5,1,29571
Hyundai,2023,Electric,Manual,1.3,74240,2,1,43388
BMW,2013,Electric,Manual,4.4,164080,4,3,42096
Ford,2019,Diesel,Automatic,4.5,120730,4,2,35963
Audi,2019,Diesel,Manual,1.2,92937,5,2,38753
Hyundai,2021,Electric,Manual,4.0,129568,5,4,39521
BMW,2018,Petrol,Manual,4.0,77523,4,4,41123
BMW,2023,Petrol,Automatic,1.4,18415,2,1,50379
Ford,2017,Petrol,Automatic,3.3,147194,2,4,27240
Hyundai,2008,Diesel,Manual,2.1,13861,5,3,22006
Honda,2010,Petrol,Manual,1.5,60283,4,4,18985
